buyable,buy_vol,sellable,sell_vol,passive_vol,true_vol
74.0,14,67.0,6,30,29.942598437653015
74.0,12,69.0,2,5,5.051661406112288
72.0,12,67.0,2,30,29.908157500244823
74.0,44,72.0,4,7,7.235346405622642
73.0,2,71.0,5,7,7.0
74.0,5,71.0,12,19,18.9885196875306
73.0,5,71.0,4,17,16.954078750122413
74.0,5,72.0,3,10,9.988519687530603
77.0,10,75.0,3,37,36.86223625036724
77.0,11,75.0,6,37,36.88519687530603
78.0,11,76.0,3,30,29.908157500244823
78.0,18,76.0,12,30,30.0
78.0,17,76.0,11,24,24.022960624938793
78.0,17,76.0,11,22,22.034440937408192
78.0,18,76.0,7,7,7.103322812224574
78.0,18,75.0,9,15,15.068881874816384
78.0,77,75.0,7,15,15.396070780194204
78.0,21,76.0,60,25,25.32144874914312
77.0,14,75.0,9,25,24.9885196875306
78.0,17,75.0,18,30,30.028700781173495
78.0,17,75.0,18,36,35.9942598437653
78.0,17,75.0,17,30,30.022960624938797
78.0,17,75.0,17,36,35.9885196875306
78.0,18,75.0,2,16,16.022960624938793
78.0,16,75.0,5,16,16.028700781173495
78.0,14,75.0,6,16,16.022960624938793
77.0,24,75.0,7,11,11.114803124693971
77.0,24,75.0,7,9,9.126283437163368
77.0,21,75.0,5,11,11.086102343520478
77.0,21,75.0,5,9,9.097582655989875
77.0,5,75.0,7,20,19.954078750122413
77.0,2,75.0,10,29,28.902417344010125
77.0,15,75.0,1,25,24.948338593887712
77.0,6,75.0,5,37,36.85075593789784
77.0,18,75.0,10,37,36.94833859388771
77.0,5,75.0,8,11,11.011480312469397
77.0,18,75.0,10,16,16.068881874816384
77.0,18,75.0,10,12,12.091842499755177
77.0,17,75.0,12,16,16.07462203105108
77.0,17,75.0,12,12,12.097582655989875
78.0,18,75.0,3,46,45.85649609413254
78.0,18,75.0,3,39,38.896677187775424
78.0,19,75.0,4,46,45.86797640660193
78.0,19,75.0,4,39,38.90815750024482
78.0,20,75.0,3,39,38.90815750024482
78.0,20,76.0,1,37,36.908157500244826
78.0,20,76.0,1,33,32.931118125183616
77.0,1,75.0,16,37,36.88519687530603
77.0,1,75.0,16,33,32.90815750024482
78.0,19,75.0,2,72,71.70725203203037
77.0,17,75.0,2,29,28.942598437653015
78.0,30,75.0,19,39,39.05740156234698
78.0,21,75.0,5,48,47.87371656283663
