buyable,buy_vol,sellable,sell_vol,passive_vol,true_vol
83.0,6,80.0,13,146,101.33157731639292
83.0,6,80.0,6,146,98.86953827083978
82.0,6,78.0,13,11,13.813758909203596
82.0,6,78.0,6,11,11.351719863650448
83.0,22,80.0,3,81,61.30368763557484
82.0,22,79.0,3,14,17.86891850015494
82.0,25,79.0,5,8,15.737837000309884
82.0,25,79.0,5,23,25.462039045553144
82.0,5,79.0,5,91,62.5106910443136
82.0,5,79.0,2,91,61.455531453362255
81.0,5,79.0,5,10,10.0
81.0,5,79.0,2,10,8.944840409048652
82.0,14,79.0,2,16,16.0
82.0,14,79.0,2,17,16.64828013634955
82.0,14,79.0,3,26,22.834521227145956
81.0,11,79.0,3,55,40.57948559033157
80.0,6,78.0,21,55,45.151843817787416
81.0,11,79.0,3,52,38.63464518128292
80.0,6,78.0,21,52,43.207003408738764
80.0,6,77.0,15,119,84.53145336225596
80.0,1,77.0,15,119,82.77285404400371
81.0,1,78.0,1,156,101.8351409978308
81.0,1,78.0,2,133,87.27641772544158
80.0,1,78.0,2,79,52.26929036256585
80.0,1,78.0,8,87,59.56585063526495
80.0,1,78.0,8,88,60.2141307716145
81.0,16,78.0,13,100,75.02788968081809
81.0,16,78.0,13,93,70.48992872637125
81.0,10,78.0,12,99,71.9175704989154
81.0,5,78.0,12,99,70.15897118066316
81.0,10,78.0,12,101,73.21413077161449
81.0,5,78.0,12,101,71.45553145336225
82.0,20,79.0,13,49,43.37248218159281
82.0,25,79.0,8,49,43.37248218159281
82.0,25,79.0,9,50,44.37248218159281
82.0,30,79.0,9,53,48.075921908893704
81.0,25,78.0,9,106,80.67616981716763
82.0,20,78.0,19,150,110.95909513480012
82.0,30,78.0,4,150,109.20049581654789
82.0,20,78.0,19,130,97.9934924078091
82.0,30,78.0,4,130,96.23489308955686
81.0,27,78.0,36,34,44.199876045863036
81.0,47,78.0,41,34,52.992872637124265
81.0,52,78.0,36,34,52.992872637124265
81.0,57,78.0,33,40,57.58599318252247
81.0,63,78.0,36,40,60.751471955376516
81.0,68,78.0,36,40,62.51007127362876
81.0,68,77.0,29,220,176.73845677099473
81.0,68,78.0,29,17,45.13758909203595
81.0,68,78.0,24,36,55.69631236442517
81.0,73,78.0,24,51,67.17911372792068
81.0,68,78.0,14,33,50.23427331887202
82.0,68,78.0,14,84,83.29656027269911
82.0,73,78.0,9,84,83.29656027269911
82.0,73,78.0,9,95,90.42764177254415
81.0,63,78.0,19,39,54.123954136969324
81.0,68,78.0,29,39,59.399752091726064
81.0,63,78.0,19,42,56.068794546017976
81.0,68,78.0,29,42,61.344592500774716
82.0,74,79.0,14,81,83.46203904555315
82.0,74,79.0,9,81,81.7034397273009
82.0,12,79.0,34,27,33.68267740935854
81.0,25,79.0,29,27,36.49643631856213
80.0,9,78.0,28,37,37.0
80.0,9,78.0,18,37,33.482801363495504
80.0,9,78.0,28,37,37.0
80.0,9,78.0,18,37,33.482801363495504
81.0,9,78.0,15,112,81.04865199876045
81.0,9,78.0,1,112,76.12457390765415
81.0,9,78.0,15,125,89.47629377130461
81.0,9,78.0,1,125,84.55221568019832
81.0,14,77.0,44,123,100.1382088627208
81.0,14,78.0,44,41,46.979237682057644
81.0,13,78.0,46,40,46.68267740935854
81.0,14,78.0,46,40,47.03439727300899
81.0,14,78.0,41,36,42.68267740935854
81.0,25,78.0,41,36,46.55159590951348
81.0,26,78.0,41,37,47.55159590951348
81.0,25,77.0,41,87,79.61388286334056
81.0,25,77.0,46,87,81.37248218159282
81.0,25,78.0,41,45,52.386117136659436
81.0,25,78.0,46,45,54.14471645491169
81.0,25,78.0,41,44,51.73783700030988
81.0,30,78.0,41,44,53.49643631856213
81.0,25,78.0,41,47,53.68267740935853
81.0,30,78.0,41,47,55.441276727610784
81.0,36,78.0,46,46,58.661915091416176
80.0,30,77.0,46,70,72.1103191819027
80.0,25,77.0,46,73,72.29656027269911
80.0,24,77.0,41,59,61.110319181902696
80.0,25,77.0,46,58,62.572358227455844
80.0,30,77.0,41,49,56.73783700030989
80.0,31,77.0,41,26,42.179113727920665
80.0,46,77.0,36,26,45.69631236442517
80.0,51,77.0,31,26,45.69631236442517
79.0,50,76.0,31,19,40.80663154632786
79.0,38,77.0,8,33,37.572358227455844
79.0,33,77.0,8,33,35.8137589092036
80.0,36,78.0,3,23,28.627517818407192
80.0,36,77.0,3,161,118.09017663464518
80.0,31,76.0,22,181,135.97985745274246
80.0,37,76.0,16,181,135.97985745274246
79.0,32,76.0,11,153,114.31081499845058
79.0,36,76.0,8,153,114.66253486210103
79.0,32,76.0,11,145,109.12457390765417
79.0,36,76.0,8,145,109.47629377130461
79.0,31,76.0,8,155,114.20049581654787
79.0,31,76.0,8,167,121.97985745274248
79.0,37,76.0,8,176,129.92469786179112
80.0,43,77.0,5,64,58.372482181592815
80.0,43,77.0,5,70,62.26216299969012
80.0,44,77.0,5,91,76.22776572668113
78.0,4,76.0,33,75,61.63464518128293
77.0,4,75.0,33,77,62.931205453982024
77.0,1,74.0,1,89,58.4003718624109
77.0,6,75.0,1,89,60.15897118066315
77.0,1,74.0,1,83,54.510691044313596
77.0,6,75.0,1,83,56.26929036256585
77.0,6,74.0,11,80,57.841648590021684
77.0,6,74.0,11,69,50.71056709017663
77.0,6,74.0,21,57,46.44840409048652
77.0,6,74.0,27,57,48.558723272389216
77.0,6,74.0,21,63,50.338084908583824
77.0,6,74.0,27,63,52.44840409048652
77.0,12,74.0,27,62,53.91044313603966
78.0,13,75.0,26,71,59.744964363185616
77.0,5,75.0,21,71,55.17260613572978
78.0,13,75.0,26,60,52.613882863340564
77.0,5,75.0,21,60,48.04152463588473
77.0,5,75.0,11,63,46.46916640842888
75.0,1,73.0,22,63,48.93120545398203
76.0,5,74.0,11,84,60.08304927176945
74.0,1,72.0,22,84,62.545088317322595
76.0,10,72.0,31,94,75.35884722652618
77.0,10,73.0,31,56,50.72420204524326
76.0,10,72.0,6,58,43.22776572668113
75.0,30,72.0,4,58,49.558723272389216
76.0,10,72.0,6,57,42.57948559033158
75.0,30,72.0,4,57,48.91044313603967
75.0,30,72.0,5,76,61.57948559033157
75.0,30,72.0,5,75,60.93120545398203
75.0,23,73.0,7,74,58.524325999380224
75.0,23,73.0,7,73,57.876045863030676
76.0,18,74.0,2,71,53.06228695382708
76.0,13,73.0,6,71,52.71056709017663
76.0,18,73.0,1,39,31.965602726991015
76.0,28,73.0,1,39,35.48280136349551
77.0,18,74.0,1,28,24.834521227145956
77.0,28,74.0,1,28,28.351719863650448
77.0,28,73.0,23,29,36.73783700030988
77.0,34,74.0,37,29,43.77223427331887
77.0,28,73.0,23,28,36.08955686396033
77.0,34,74.0,37,28,43.12395413696932
77.0,8,74.0,53,30,40.90331577316393
77.0,13,73.0,48,51,54.517198636504496
76.0,13,73.0,48,27,38.95847536411528
77.0,38,74.0,1,36,37.05515959095135
77.0,43,74.0,2,36,39.165478772854044
76.0,30,73.0,11,138,103.88317322590642
76.0,30,73.0,7,138,102.47629377130463
76.0,30,73.0,11,138,103.88317322590642
76.0,30,73.0,7,138,102.47629377130463
75.0,5,73.0,7,145,98.22125813449023
75.0,5,73.0,7,144,97.57297799814069
75.0,5,73.0,6,144,97.22125813449024
75.0,5,73.0,7,144,97.57297799814069
75.0,5,73.0,6,144,97.22125813449024
74.0,4,72.0,31,146,106.95909513480012
74.0,4,72.0,31,147,107.60737527114968
74.0,3,72.0,16,146,101.33157731639292
74.0,3,72.0,1,146,96.05577936163618
74.0,24,71.0,27,246,177.41462658816238
75.0,24,72.0,27,41,44.51719863650449
75.0,44,72.0,22,36,46.55159590951348
75.0,49,72.0,7,36,43.03439727300899
75.0,44,72.0,22,30,42.661915091416176
75.0,49,72.0,7,30,39.14471645491169
74.0,5,72.0,3,36,26.15184381778742
74.0,5,72.0,2,36,25.80012395413697
74.0,10,72.0,2,35,26.910443136039664
75.0,38,72.0,2,29,32.86891850015494
75.0,48,72.0,3,29,36.73783700030988
75.0,38,72.0,2,30,33.517198636504496
75.0,48,72.0,3,30,37.386117136659436
75.0,43,72.0,3,13,24.60675550046483
74.0,31,72.0,21,117,94.1382088627208
75.0,13,72.0,36,117,93.08304927176945
75.0,31,72.0,21,151,116.17973349860551
76.0,13,72.0,36,151,115.12457390765417
75.0,8,72.0,52,115,95.65540749922528
75.0,8,72.0,52,119,98.24852804462348
75.0,8,72.0,57,114,96.76572668112799
75.0,13,72.0,57,110,95.93120545398202
75.0,30,72.0,6,238,166.95258754260922
75.0,24,73.0,2,238,163.43538890610472
75.0,30,72.0,6,224,157.8766656337155
75.0,24,73.0,2,224,154.359466997211
75.0,5,73.0,2,223,147.02850945150294
75.0,6,73.0,2,221,146.08366904245426
75.0,3,73.0,2,208,136.60086767895876
76.0,4,73.0,2,321,210.20824295010846
76.0,6,72.0,37,321,223.2218779051751
76.0,22,73.0,25,36,39.86891850015495
76.0,28,73.0,30,36,43.73783700030989
76.0,22,73.0,25,33,37.924078091106296
76.0,28,73.0,30,33,41.792996591261236
76.0,43,73.0,25,23,38.82739386427022
76.0,43,73.0,25,28,42.068794546017976
76.0,48,73.0,15,27,39.661915091416176
76.0,48,73.0,22,27,42.123954136969324
76.0,48,73.0,15,32,42.903315773163925
76.0,48,73.0,22,32,45.36535481871708
76.0,48,73.0,47,33,54.806631546327864
76.0,47,72.0,47,324,243.10443136039666
76.0,37,72.0,52,309,231.62162999690116
76.0,28,72.0,57,309,230.21475054229936
76.0,23,72.0,57,308,227.80787108769755
75.0,8,72.0,57,288,209.56647040594981
75.0,2,72.0,62,288,209.21475054229936
75.0,8,72.0,57,289,210.21475054229933
75.0,2,72.0,62,289,209.8630306786489
75.0,5,72.0,62,287,209.62162999690113
75.0,5,72.0,62,289,210.91819026960025
75.0,5,72.0,57,266,194.24914781530833
76.0,5,72.0,57,295,213.04927176944528
76.0,26,73.0,52,37,51.42051440966843
76.0,31,73.0,62,37,56.69631236442516
76.0,36,73.0,62,37,58.45491168267741
76.0,26,73.0,52,29,46.23427331887202
76.0,31,73.0,62,29,51.51007127362875
76.0,36,73.0,62,29,53.268670591881005
75.0,21,72.0,62,277,208.7663464518128
75.0,21,72.0,62,276,208.11806631546327
76.0,39,72.0,52,299,225.84226836070653
76.0,39,72.0,52,308,231.67678958785248
75.0,24,72.0,57,295,219.73194917880383
75.0,24,72.0,57,293,218.43538890610472
75.0,23,72.0,57,294,218.73194917880386
75.0,23,72.0,57,295,219.38022931515337
75.0,23,72.0,58,289,215.84226836070653
75.0,23,72.0,63,292,219.54570808800742
75.0,23,72.0,58,293,218.43538890610472
75.0,28,72.0,58,293,220.19398822435699
76.0,23,73.0,58,28,46.64115277347382
76.0,28,73.0,58,28,48.399752091726064
76.0,33,73.0,63,43,61.64115277347382
76.0,38,73.0,63,43,63.399752091726064
76.0,33,73.0,63,46,63.58599318252247
76.0,38,73.0,63,46,65.34459250077472
76.0,39,73.0,63,45,65.04803222807561
76.0,39,73.0,58,125,115.15184381778741
77.0,39,73.0,58,163,139.78648899907034
77.0,39,74.0,57,51,66.82739386427022
76.0,19,74.0,30,52,50.94484040904865
76.0,34,73.0,26,55,56.758599318252244
75.0,1,73.0,25,55,44.800123954136964
75.0,3,73.0,25,55,45.50356368143787
76.0,34,73.0,26,55,56.758599318252244
75.0,1,73.0,25,55,44.800123954136964
75.0,3,73.0,25,55,45.50356368143787
74.0,17,71.0,1,32,27.075921908893708
