buyable,buy_vol,sellable,sell_vol,passive_vol,true_vol
90.0,6,88.0,1,90,63.43997869787557
86.0,9,84.0,1,75,54.199983317613395
86.0,5,84.0,25,31,30.679999743347896
86.0,33,84.0,17,37,41.16000333647732
86.0,35,83.0,9,41,41.96000076995631
86.0,35,83.0,9,40,41.2800010266084
86.0,8,84.0,11,46,37.35999307039325
86.0,8,84.0,11,44,35.99999358369746
86.0,37,83.0,11,37,40.520002823173115
86.0,37,83.0,11,40,42.56000205321681
89.0,26,87.0,2,57,47.71999255708906
90.0,25,87.0,41,100,89.11999127382855
89.0,3,87.0,26,148,109.9199694583999
89.0,3,87.0,25,148,109.59996920174781
89.0,3,87.0,29,152,113.5999692017478
89.0,4,87.0,27,48,42.55999563691427
89.0,11,87.0,6,50,39.43999153048065
90.0,30,88.0,4,39,37.39999871673949
89.0,20,87.0,5,24,24.3200002566521
89.0,5,87.0,27,53,46.27999461030586
89.0,8,87.0,20,53,44.99999358369746
89.0,5,87.0,27,56,48.31999384034956
89.0,8,87.0,20,56,47.03999281374115
89.0,7,87.0,25,50,44.23999538026217
89.0,8,87.0,26,42,39.43999794678319
89.0,25,87.0,15,68,59.03999281374116
89.0,16,87.0,4,21,20.6799997433479
89.0,16,87.0,4,18,18.6400005133042
89.0,8,87.0,1,32,24.63999409700166
89.0,1,87.0,28,160,118.07996637857468
89.0,12,87.0,4,120,86.71997330818142
89.0,6,87.0,23,21,23.560002053216813
89.0,5,87.0,10,45,35.39999230043695
89.0,5,87.0,4,45,33.479990760524345
89.0,5,87.0,5,47,35.15999050387224
89.0,2,87.0,5,41,30.119991273828546
89.0,2,87.0,4,41,29.799991017176445
89.0,4,87.0,30,45,41.479997176826885
89.0,4,87.0,30,48,43.519996406870575
90.0,42,87.0,31,46,54.64000692960674
90.0,43,87.0,31,46,54.96000718625885
90.0,42,87.0,31,44,53.28000744291094
90.0,43,87.0,31,44,53.60000769956305
89.0,2,87.0,24,39,34.839996663522676
90.0,44,87.0,24,39,48.28000744291094
89.0,2,87.0,24,46,39.599994866957964
90.0,44,87.0,24,46,53.04000564634623
90.0,39,87.0,30,51,56.760004619737835
90.0,39,87.0,30,52,57.440004363085734
90.0,38,87.0,30,47,53.72000538969414
90.0,10,88.0,11,50,40.71999255708906
90.0,10,88.0,11,62,48.879989477263834
89.0,2,87.0,7,30,23.279994610305863
90.0,44,87.0,3,30,35.44000436308573
91.0,44,87.0,2,88,74.55998922061173
91.0,40,87.0,7,88,74.87998947726383
90.0,45,87.0,2,37,40.200002566521015
90.0,45,87.0,2,37,40.200002566521015
90.0,4,87.0,2,84,59.03997998113608
90.0,10,87.0,1,84,60.63998126439658
90.0,4,88.0,2,47,33.879989477263834
90.0,10,88.0,1,47,35.47999076052434
90.0,39,87.0,3,39,39.96000076995631
91.0,39,87.0,3,80,67.83999024722014
90.0,5,88.0,2,48,34.879989477263834
90.0,6,88.0,2,48,35.199989733915935
90.0,5,87.0,2,80,56.63998126439658
90.0,6,87.0,2,80,56.95998152104868
90.0,2,87.0,3,77,53.95998152104868
90.0,2,87.0,3,78,54.63998126439658
91.0,39,87.0,2,66,57.99999358369746
91.0,44,87.0,2,66,59.59999486695797
90.0,5,88.0,1,42,30.479990760524345
91.0,45,88.0,1,28,33.76000461973783
91.0,45,88.0,1,33,37.16000333647732
90.0,5,88.0,1,35,25.71999255708905
90.0,37,87.0,7,50,48.079998460087396
90.0,36,87.0,7,41,41.6400005133042
90.0,36,87.0,18,38,43.120004106433626
90.0,24,88.0,1,30,28.39999871673949
90.0,9,88.0,3,30,24.23999538026217
90.0,24,88.0,1,32,29.759998203435288
90.0,9,88.0,3,32,25.599994866957967
90.0,5,88.0,1,20,15.519996406870577
90.0,6,88.0,1,20,15.83999666352268
90.0,5,88.0,1,15,12.119997690131084
90.0,6,88.0,1,15,12.439997946783187
91.0,49,88.0,2,29,36.04000564634623
91.0,47,88.0,2,32,37.44000436308573
90.0,1,88.0,2,27,19.31999384034956
90.0,2,88.0,2,27,19.63999409700166
90.0,1,88.0,1,28,19.67999332704536
90.0,1,88.0,2,24,17.279994610305867
90.0,1,88.0,2,24,17.279994610305867
90.0,1,88.0,3,25,18.279994610305867
90.0,1,88.0,3,24,17.599994866957967
90.0,30,87.0,17,18,27.28000744291095
90.0,24,88.0,4,18,21.200002566521015
90.0,30,87.0,17,14,24.560008469519353
90.0,24,88.0,4,14,18.480003593129425
90.0,9,88.0,5,24,20.799997433478985
90.0,4,88.0,2,24,18.239995380262172
90.0,23,87.0,28,33,38.76000461973783
91.0,23,88.0,28,31,37.40000513304203
90.0,2,88.0,24,23,23.960000769956302
90.0,2,87.0,41,23,29.40000513304203
90.0,2,87.0,42,21,28.36000590299834
