buyable,buy_vol,sellable,sell_vol,passive_vol,true_vol
82.0,7,79.0,2,8,8.412346278980968
85.0,3,80.0,1,33,21.041957909551922
83.0,1,80.0,2,47,28.8567637248374
80.0,2,78.0,2,66,40.434530703179966
85.0,1,80.0,2,66,40.022184424199004
84.0,2,77.0,2,20,13.402459536304509
82.0,1,77.0,4,20,13.814805815285476
85.0,2,78.0,2,15,10.464190931209348
83.0,1,78.0,4,15,10.876537210190317
82.0,2,77.0,2,26,16.9283818624187
81.0,3,77.0,1,26,16.9283818624187
76.0,3,70.0,2,18,12.639498373247413
76.0,3,70.0,2,15,10.876537210190317
76.0,3,70.0,4,49,31.681456282799335
76.0,6,70.0,4,49,32.91849511974224
75.0,3,70.0,4,42,27.567880235666113
75.0,6,70.0,4,42,28.804919072609017
75.0,6,70.0,14,48,36.45430418853289
75.0,6,70.0,14,47,35.86665046751386
75.0,10,69.0,17,33,30.52592232611419
75.0,6,69.0,26,33,32.58765372101903
74.0,6,68.0,27,51,43.577766978342574
74.0,6,68.0,30,51,44.814805815285474
73.0,6,68.0,27,24,27.711116510828713
73.0,6,68.0,30,24,28.948155347771618
73.0,5,68.0,26,36,33.93826860509516
75.0,3,72.0,6,36,24.866650467513857
75.0,6,71.0,7,21,17.701229768152253
75.0,6,71.0,7,21,17.701229768152253
76.0,6,72.0,6,24,19.051844652228382
76.0,6,72.0,5,24,18.639498373247413
75.0,6,71.0,6,22,17.876537210190317
75.0,3,72.0,3,19,13.639498373247413
75.0,8,72.0,8,19,17.762961163057096
75.0,3,72.0,3,27,18.34072814139967
75.0,8,72.0,8,27,22.46419093120935
75.0,8,72.0,13,16,18.06173139490484
75.0,8,72.0,18,16,20.123462789809683
75.0,8,72.0,13,21,21.0
75.0,8,72.0,18,21,23.06173139490484
76.0,9,72.0,18,27,27.0
76.0,9,72.0,13,27,24.93826860509516
76.0,9,73.0,2,38,26.866650467513857
76.0,1,74.0,5,42,27.155533956685144
76.0,4,74.0,5,15,12.525922326114191
76.0,3,74.0,5,24,17.40245953630451
75.0,5,72.0,5,61,39.97033977197063
76.0,5,73.0,5,27,19.990113257323543
