,trade_day,date_section,vot
859,20231009,20230925_1,2935.166642475467
860,20231009,20230925_2,6829.64937951868
861,20231009,20230926_0,4217.973578457943
862,20231009,20230926_1,2968.0528198351417
863,20231009,20230926_2,6825.100796260658
864,20231009,20230927_0,4384.611623395125
865,20231009,20230927_1,3000.9330558358743
866,20231009,20230927_2,7005.859630335253
867,20231009,20230928_0,4370.673179876318
868,20231009,20230928_1,2875.590894212358
869,20231009,20230928_2,0.0
870,20231009,20231009_0,4392.903152261262
871,20231009,20231009_1,2986.0852327893767
872,20231010,20230904_2,6106.20479045729
873,20231010,20230905_0,3823.889595346085
874,20231010,20230905_1,2640.8829554899007
875,20231010,20230905_2,6383.322982319686
876,20231010,20230906_0,3830.2805928137227
877,20231010,20230906_1,2630.400346145142
878,20231010,20230906_2,6236.310217603068
879,20231010,20230907_0,4101.296073286231
880,20231010,20230907_1,2670.370359192178
881,20231010,20230907_2,5915.161456011932
882,20231010,20230908_0,2234.9306235511644
883,20231010,20230908_1,2588.4637545019264
884,20231010,20230908_2,5855.066482093664
885,20231010,20230911_0,3969.5212401133917
886,20231010,20230911_1,2660.3220862720127
887,20231010,20230911_2,5786.759802554362
888,20231010,20230912_0,3896.594114011808
889,20231010,20230912_1,2806.196110810066
890,20231010,20230912_2,5622.6037801811935
891,20231010,20230913_0,4041.7668465620277
892,20231010,20230913_1,2664.727882129465
893,20231010,20230913_2,5757.1451786325415
894,20231010,20230914_0,3923.5779823933253
895,20231010,20230914_1,2670.049691425826
896,20231010,20230914_2,5787.192164901315
897,20231010,20230915_0,3902.765087766973
898,20231010,20230915_1,2629.980010444919
899,20231010,20230915_2,5802.219849455684
900,20231010,20230918_0,4032.0835952905045
901,20231010,20230918_1,2591.960475836213
902,20231010,20230918_2,5506.611183129398
903,20231010,20230919_0,3993.3618452091723
904,20231010,20230919_1,2670.063962733717
905,20231010,20230919_2,5909.068768825409
906,20231010,20230920_0,4116.464088003908
907,20231010,20230920_1,2632.1341895656647
908,20231010,20230920_2,6121.983332442779
909,20231010,20230921_0,4135.4160808917095
910,20231010,20230921_1,2740.713289101832
911,20231010,20230921_2,6144.144335638885
912,20231010,20230922_0,4124.844546299594
913,20231010,20230922_1,2760.8857797674314
914,20231010,20230922_2,6357.210302584169
915,20231010,20230925_0,4034.596971385015
916,20231010,20230925_1,2681.312278331484
917,20231010,20230925_2,6238.950727796381
918,20231010,20230926_0,3853.1706074370463
919,20231010,20230926_1,2711.386443836462
920,20231010,20230926_2,6234.871822392495
921,20231010,20230927_0,4005.5849047139554
922,20231010,20230927_1,2741.4795906168874
923,20231010,20230927_2,6400.005550392062
924,20231010,20230928_0,3992.7631880274507
925,20231010,20230928_1,2626.881653640533
926,20231010,20230928_2,0.0
927,20231010,20231009_0,4013.263372865039
928,20231010,20231009_1,2727.8040074316423
929,20231010,20231009_2,6118.866211401234
930,20231010,20231010_0,4091.4958654875377
931,20231010,20231010_1,2714.3282502352054
932,20231011,20230905_2,6320.489171194338
933,20231011,20230906_0,3792.5774830082896
934,20231011,20230906_1,2604.5081769737694
935,20231011,20230906_2,6174.923516755048
936,20231011,20230907_0,4060.925240797923
937,20231011,20230907_1,2644.084747881432
938,20231011,20230907_2,5856.935961432943
939,20231011,20230908_0,2212.9312340376737
940,20231011,20230908_1,2562.9843853542793
941,20231011,20230908_2,5797.432528354958
942,20231011,20230911_0,3930.4475243465135
943,20231011,20230911_1,2634.135384460997
944,20231011,20230911_2,5729.798221028791
945,20231011,20230912_0,3858.2382515135287
946,20231011,20230912_1,2778.573507834202
947,20231011,20230912_2,5567.258057438494
948,20231011,20230913_0,4001.981986019489
949,20231011,20230913_1,2638.4978121627832
950,20231011,20230913_2,5700.475106668871
951,20231011,20230914_0,3884.9565059986458
952,20231011,20230914_1,2643.7672365867047
953,20231011,20230914_2,5730.226327446016
954,20231011,20230915_0,3864.348481702926
955,20231011,20230915_1,2604.0919788197853
956,20231011,20230915_2,5745.106087996609
957,20231011,20230918_0,3992.39405118161
958,20231011,20230918_1,2566.446686946923
959,20231011,20230918_2,5452.407225726675
960,20231011,20230919_0,3954.0534560469714
961,20231011,20230919_1,2643.7813674159347
962,20231011,20230919_2,5850.903247203607
963,20231011,20230920_0,4075.943950181284
964,20231011,20230920_1,2606.2249534230123
965,20231011,20230920_2,6061.722000611588
966,20231011,20230921_0,4094.709390399754
967,20231011,20230921_1,2713.7352618841687
968,20231011,20230921_2,6083.664863460883
969,20231011,20230922_0,4084.241915998499
970,20231011,20230922_1,2733.709185992519
971,20231011,20230922_2,6294.633529868286
972,20231011,20230925_0,3994.882687027312
973,20231011,20230925_1,2654.9189609744585
974,20231011,20230925_2,6177.538035263588
975,20231011,20230926_0,3815.2421813097726
976,20231011,20230926_1,2684.6970934508204
977,20231011,20230926_2,6173.49928029114
978,20231011,20230927_0,3966.1561986863185
979,20231011,20230927_1,2714.4940203617193
980,20231011,20230927_2,6337.007525528157
981,20231011,20230928_0,3953.460691707017
982,20231011,20230928_1,2601.0241204825434
983,20231011,20230928_2,0.0
984,20231011,20231009_0,3973.759084351779
985,20231011,20231009_1,2700.953051861219
986,20231011,20231009_2,6058.635562741695
987,20231011,20231010_0,4051.221500686595
