seq,time,sell_pair,sell_pair_volume,buy_pair,buy_pair_volume
11186,09:44:09:000,[530],[5000],[559],[2000]
11187,09:44:09:500,[540],[1000],[559],[2000]
11188,09:44:10:000,[530],[5000],[559],[2000]
11189,09:44:10:500,[540],[1000],[559],[2000]
11190,09:44:11:000,[530],[5000],[559],[2000]
11191,09:44:11:500,[540],[1000],[559],[2000]
11192,09:44:12:000,[540],[4000],[569],[10000]
11193,09:44:12:500,[540],[3000],[569],[10000]
11194,09:44:13:000,[540],[3000],[569],[11000]
11195,09:44:13:500,[540],[3000],[559],[10000]
11196,09:44:14:000,[540],[3000],[559],[10000]
11197,09:44:14:500,[540],[3000],[559],[10000]
11198,09:44:15:000,[540],[3000],[559],[10000]
11199,09:44:15:500,[540],[2000],[559],[10000]
11200,09:44:16:000,[540],[2000],[559],[10000]
11201,09:44:16:500,[540],[2000],[569],[10000]
11202,09:44:17:000,[540],[2000],[569],[10000]
11203,09:44:17:500,[540],[2000],[569],[10000]
11204,09:44:18:000,[540],[2000],[569],[11000]
11205,09:44:18:500,[530],[2000],[569],[12000]
11206,09:44:19:000,[530],[2000],[569],[10000]
11207,09:44:19:500,[530],[2000],[569],[11000]
11208,09:44:20:000,[530],[2000],[569],[11000]
11209,09:44:20:500,[530],[2000],[569],[11000]
11210,09:44:21:000,[530],[2000],[569],[12000]
11211,09:44:21:500,[540],[1000],[569],[11000]
11212,09:44:22:000,[530],[2000],[569],[11000]
11213,09:44:22:500,[540],[1000],[559],[1000]
11214,09:44:23:000,[530],[3000],[559],[1000]
11215,09:44:23:500,[540],[1000],[559],[1000]
11216,09:44:24:000,[530],[4000],[559],[1000]
11217,09:44:24:500,[540],[1000],[559],[1000]
11218,09:44:25:000,[530],[4000],[559],[1000]
11219,09:44:25:500,[540],[1000],[559],[1000]
11220,09:44:26:000,[530],[4000],[559],[1000]
11221,09:44:26:500,[540],[1000],[559],[1000]
11222,09:44:27:000,[530],[4000],[559],[1000]
11223,09:44:27:500,[530],[3000],[559],[1000]
11224,09:44:28:000,[530],[4000],[559],[1000]
11225,09:44:28:500,[540],[1000],[569],[12000]
11226,09:44:29:000,[530],[3000],[569],[12000]
11227,09:44:29:500,[530],[3000],[569],[12000]
11228,09:44:30:000,[540],[1000],[569],[12000]
11229,09:44:30:500,[530],[3000],[569],[12000]
11230,09:44:31:000,[540],[1000],[569],[12000]
11231,09:44:31:500,[530],[3000],[569],[12000]
11232,09:44:32:000,[540],[1000],[569],[12000]
11233,09:44:32:500,[530],[2000],[569],[12000]
11234,09:44:33:000,[530],[2000],[569],[11000]
11235,09:44:33:500,[540],[2000],[559],[11000]
11236,09:44:34:000,[540],[2000],[569],[11000]
11237,09:44:34:500,[540],[2000],[569],[11000]
11238,09:44:35:000,[540],[2000],[569],[11000]
11239,09:44:35:500,[540],[2000],[569],[10000]
11240,09:44:36:000,[540],[2000],[569],[11000]
11241,09:44:36:500,[540],[2000],[569],[10000]
11242,09:44:37:000,[540],[2000],[569],[10000]
11243,09:44:37:500,[540],[2000],[559],[10000]
11244,09:44:38:000,[540],[2000],[559],[10000]
11245,09:44:38:500,[540],[2000],[559],[10000]
11246,09:44:39:000,[540],[2000],[559],[10000]
11247,09:44:39:500,[540],[2000],[559],[10000]
11248,09:44:40:000,[540],[2000],[559],[10000]
11249,09:44:40:500,[540],[2000],[569],[10000]
11250,09:44:41:000,[540],[2000],[569],[11000]
11251,09:44:41:500,[540],[2000],[569],[10000]
11252,09:44:42:000,[540],[2000],[569],[10000]
11253,09:44:42:500,[540],[2000],[569],[10000]
11254,09:44:43:000,[540],[2000],[569],[10000]
11255,09:44:43:500,[540],[2000],[569],[10000]
11256,09:44:44:000,[540],[2000],[569],[10000]
11257,09:44:44:500,[540],[2000],[569],[10000]
11258,09:44:45:000,[540],[2000],[569],[10000]
11259,09:44:45:500,[540],[2000],[569],[10000]
11260,09:44:46:000,[540],[2000],[569],[10000]
11261,09:44:46:500,[540],[2000],[569],[10000]
11262,09:44:47:000,[540],[2000],[569],[10000]
11263,09:44:47:500,[540],[2000],[569],[10000]
11264,09:44:48:000,[540],[2000],[569],[10000]
11265,09:44:48:500,[540],[2000],[569],[10000]
11266,09:44:49:000,[540],[2000],[569],[10000]
11267,09:44:49:500,[540],[2000],[569],[10000]
11268,09:44:50:000,[540],[2000],[569],[10000]
11269,09:44:50:500,[540],[2000],[569],[11000]
11270,09:44:51:000,[540],[2000],[569],[11000]
11271,09:44:51:500,[540],[1000],[569],[11000]
11272,09:44:52:000,[530],[2000],[569],[11000]
11273,09:44:52:500,[540],[1000],[569],[11000]
11274,09:44:53:000,[530],[2000],[569],[12000]
11275,09:44:53:500,[540],[1000],[569],[12000]
11276,09:44:54:000,[530],[2000],[569],[11000]
11277,09:44:54:500,[530],[2000],[569],[12000]
11278,09:44:55:000,[540],[1000],[569],[12000]
11279,09:44:55:500,[530],[2000],[569],[12000]
11280,09:44:56:000,[550],[1000],[569],[12000]
11281,09:44:56:500,[540],[2000],[569],[12000]
11282,09:44:57:000,[540],[2000],[569],[11000]
11283,09:44:57:500,[540],[2000],[569],[11000]
11284,09:44:58:000,[540],[1000],[559],[11000]
11285,09:44:58:500,[540],[2000],[559],[11000]
11286,09:44:59:000,[540],[2000],[569],[11000]
11287,09:44:59:500,[540],[2000],[569],[12000]
11288,09:45:00:000,[540],[2000],[569],[11000]
11289,09:45:00:500,[540],[2000],[559],[11000]
11290,09:45:01:000,[540],[2000],[569],[11000]
11291,09:45:01:500,[540],[2000],[559],[11000]
11292,09:45:02:000,[540],[2000],[569],[13000]
11293,09:45:02:500,[540],[1000],[569],[13000]
11294,09:45:03:000,[530],[2000],[559],[1000]
11295,09:45:03:500,[540],[1000],[559],[1000]
11296,09:45:04:000,[530],[3000],[559],[1000]
11297,09:45:04:500,[530],[3000],[569],[13000]
11298,09:45:05:000,[540],[1000],[559],[1000]
11299,09:45:05:500,[530],[3000],[559],[1000]
11300,09:45:06:000,[540],[1000],[559],[1000]
11301,09:45:06:500,[530],[3000],[559],[1000]
11302,09:45:07:000,[540],[1000],[559],[1000]
11303,09:45:07:500,[530],[4000],[559],[1000]
11304,09:45:08:000,[550],[1000],[569],[12000]
11305,09:45:08:500,[540],[2000],[569],[13000]
11306,09:45:09:000,[540],[2000],[569],[13000]
11307,09:45:09:500,[540],[2000],[559],[12000]
11308,09:45:10:000,[540],[2000],[559],[13000]
11309,09:45:10:500,[540],[2000],[559],[13000]
11310,09:45:11:000,[540],[2000],[559],[11000]
11311,09:45:11:500,[540],[2000],[559],[11000]
11312,09:45:12:000,[540],[2000],[559],[11000]
11313,09:45:12:500,[540],[2000],[559],[11000]
11314,09:45:13:000,[540],[2000],[559],[11000]
11315,09:45:13:500,[540],[2000],[559],[11000]
11316,09:45:14:000,[540],[2000],[559],[12000]
11317,09:45:14:500,[540],[2000],[559],[12000]
11318,09:45:15:000,[530],[2000],[569],[13000]
11319,09:45:15:500,[540],[1000],[569],[13000]
11320,09:45:16:000,[530],[2000],[569],[13000]
11321,09:45:16:500,[540],[1000],[569],[13000]
11322,09:45:17:000,[530],[2000],[569],[13000]
11323,09:45:17:500,[540],[1000],[569],[13000]
11324,09:45:18:000,[530],[2000],[569],[13000]
11325,09:45:18:500,[540],[1000],[569],[13000]
11326,09:45:19:000,[530],[2000],[569],[13000]
11327,09:45:19:500,[540],[1000],[569],[13000]
11328,09:45:20:000,[530],[2000],[559],[3000]
11329,09:45:20:500,[540],[1000],[559],[3000]
11330,09:45:21:000,[540],[1000],[569],[12000]
11331,09:45:21:500,[540],[1000],[570],[6000]
11332,09:45:22:000,[540],[1000],[570],[6000]
11333,09:45:22:500,[540],[1000],[559],[6000]
11334,09:45:23:000,[540],[2000],[559],[6000]
11335,09:45:23:500,[540],[1000],[559],[2000]
11336,09:45:24:000,[540],[1000],[559],[2000]
11337,09:45:24:500,[540],[1000],[559],[2000]
11338,09:45:25:000,[540],[1000],[559],[2000]
11339,09:45:25:500,[540],[1000],[559],[2000]
11340,09:45:26:000,[540],[1000],[559],[2000]
11341,09:45:26:500,[540],[1000],[559],[2000]
11342,09:45:27:000,[540],[1000],[559],[2000]
11343,09:45:27:500,[540],[1000],[559],[2000]
11344,09:45:28:000,[540],[1000],[559],[2000]
11345,09:45:28:500,[540],[1000],[559],[2000]
11346,09:45:29:000,[540],[1000],[559],[2000]
11347,09:45:29:500,[540],[1000],[559],[2000]
11348,09:45:30:000,[540],[1000],[559],[2000]
11349,09:45:30:500,[540],[1000],[559],[2000]
11350,09:45:31:000,[540],[1000],[559],[2000]
11351,09:45:31:500,[540],[1000],[559],[2000]
11352,09:45:32:000,[540],[1000],[559],[2000]
11353,09:45:32:500,[540],[1000],[559],[2000]
11354,09:45:33:000,[540],[1000],[559],[2000]
11355,09:45:33:500,[540],[1000],[559],[2000]
11356,09:45:34:000,[540],[1000],[559],[2000]
11357,09:45:34:500,[540],[1000],[559],[1000]
11358,09:45:35:000,[540],[1000],[559],[1000]
11359,09:45:35:500,[540],[1000],[559],[1000]
11360,09:45:36:000,[540],[1000],[559],[1000]
11361,09:45:36:500,[540],[1000],[559],[1000]
11362,09:45:37:000,[540],[1000],[559],[1000]
11363,09:45:37:500,[540],[1000],[559],[1000]
11364,09:45:38:000,[540],[1000],[559],[3000]
11365,09:45:38:500,[540],[1000],[559],[1000]
11366,09:45:39:000,[540],[1000],[559],[1000]
11367,09:45:39:500,[540],[1000],[559],[1000]
11368,09:45:40:000,[540],[1000],[559],[1000]
11369,09:45:40:500,[540],[1000],[559],[1000]
11370,09:45:41:000,[540],[1000],[559],[1000]
11371,09:45:41:500,[540],[1000],[559],[1000]
11372,09:45:42:000,[540],[1000],[559],[1000]
11373,09:45:42:500,[540],[1000],[559],[1000]
11374,09:45:43:000,[540],[1000],[559],[1000]
11375,09:45:43:500,[540],[1000],[559],[1000]
11376,09:45:44:000,[540],[1000],[559],[1000]
11377,09:45:44:500,[540],[1000],[559],[1000]
11378,09:45:45:000,[540],[1000],[559],[1000]
11379,09:45:45:500,[540],[1000],[559],[1000]
11380,09:45:46:000,[540],[1000],[559],[1000]
11381,09:45:46:500,[540],[1000],[559],[1000]
11382,09:45:47:000,[540],[1000],[559],[1000]
11383,09:45:47:500,[540],[1000],[559],[1000]
11384,09:45:48:000,[540],[1000],[559],[1000]
11385,09:45:48:500,[540],[1000],[559],[1000]
11386,09:45:49:000,[530],[2000],[559],[1000]
11387,09:45:49:500,[540],[1000],[559],[1000]
11388,09:45:50:000,[540],[1000],[559],[1000]
11389,09:45:50:500,[540],[1000],[559],[1000]
11390,09:45:51:000,[540],[1000],[570],[1000]
11391,09:45:51:500,[540],[1000],[559],[2000]
11392,09:45:52:000,[540],[1000],[569],[12000]
11393,09:45:52:500,[530],[2000],[569],[13000]
11394,09:45:53:000,[540],[1000],[569],[13000]
11395,09:45:53:500,[530],[2000],[569],[13000]
11396,09:45:54:000,[540],[1000],[569],[13000]
11397,09:45:54:500,[530],[2000],[569],[12000]
11398,09:45:55:000,[530],[2000],[569],[12000]
11399,09:45:55:500,[530],[2000],[569],[12000]
11400,09:45:56:000,[530],[2000],[569],[12000]
11401,09:45:56:500,[530],[2000],[569],[12000]
11402,09:45:57:000,[530],[2000],[569],[12000]
11403,09:45:57:500,[530],[2000],[569],[12000]
11404,09:45:58:000,[530],[2000],[569],[13000]
11405,09:45:58:500,[540],[1000],[569],[13000]
11406,09:45:59:000,[530],[2000],[569],[13000]
11407,09:45:59:500,[540],[1000],[569],[13000]
11408,09:46:00:000,[530],[2000],[569],[13000]
11409,09:46:00:500,[540],[1000],[569],[13000]
11410,09:46:01:000,[530],[2000],[569],[13000]
11411,09:46:01:500,[540],[2000],[569],[13000]
11412,09:46:02:000,[530],[2000],[569],[13000]
11413,09:46:02:500,[540],[1000],[569],[13000]
11414,09:46:03:000,[540],[1000],[559],[1000]
11415,09:46:03:500,[540],[1000],[559],[1000]
11416,09:46:04:000,[530],[2000],[569],[13000]
11417,09:46:04:500,[540],[1000],[559],[1000]
11418,09:46:05:000,[540],[1000],[559],[1000]
11419,09:46:05:500,[540],[1000],[559],[1000]
11420,09:46:06:000,[540],[1000],[559],[3000]
11421,09:46:06:500,[540],[1000],[559],[4000]
11422,09:46:07:000,[540],[1000],[559],[4000]
11423,09:46:07:500,[540],[1000],[559],[4000]
11424,09:46:08:000,[540],[1000],[559],[4000]
11425,09:46:08:500,[540],[1000],[559],[4000]
11426,09:46:09:000,[540],[1000],[559],[4000]
11427,09:46:09:500,[540],[1000],[570],[5000]
11428,09:46:10:000,[540],[1000],[570],[5000]
11429,09:46:10:500,[540],[1000],[570],[5000]
11430,09:46:11:000,[540],[1000],[570],[5000]
11431,09:46:11:500,[540],[1000],[570],[5000]
11432,09:46:12:000,[540],[1000],[570],[5000]
11433,09:46:12:500,[540],[1000],[570],[5000]
11434,09:46:13:000,[540],[1000],[570],[5000]
11435,09:46:13:500,[540],[1000],[570],[5000]
11436,09:46:14:000,[540],[1000],[570],[5000]
11437,09:46:14:500,[540],[1000],[570],[5000]
11438,09:46:15:000,[540],[1000],[570],[5000]
11439,09:46:15:500,[540],[1000],[570],[5000]
11440,09:46:16:000,[540],[1000],[570],[5000]
11441,09:46:16:500,[540],[1000],[570],[5000]
11442,09:46:17:000,[540],[1000],[570],[5000]
11443,09:46:17:500,[540],[1000],[570],[5000]
11444,09:46:18:000,[540],[1000],[570],[5000]
11445,09:46:18:500,[540],[1000],[570],[5000]
11446,09:46:19:000,[540],[1000],[570],[5000]
11447,09:46:19:500,[550],[1000],[570],[5000]
11448,09:46:20:000,[540],[1000],[570],[5000]
11449,09:46:20:500,[540],[1000],[570],[5000]
11450,09:46:21:000,[540],[1000],[570],[4000]
11451,09:46:21:500,[540],[1000],[570],[4000]
11452,09:46:22:000,[540],[1000],[570],[4000]
11453,09:46:22:500,[540],[1000],[570],[4000]
11454,09:46:23:000,[540],[1000],[570],[4000]
11455,09:46:23:500,[540],[1000],[570],[4000]
11456,09:46:24:000,[530],[4000],[559],[4000]
11457,09:46:24:500,[540],[2000],[570],[4000]
11458,09:46:25:000,[540],[2000],[570],[4000]
11459,09:46:25:500,[540],[2000],[559],[4000]
11460,09:46:26:000,[540],[2000],[570],[4000]
11461,09:46:26:500,[540],[2000],[559],[4000]
11462,09:46:27:000,[540],[2000],[570],[4000]
11463,09:46:27:500,[540],[2000],[559],[4000]
11464,09:46:28:000,[540],[2000],[570],[3000]
11465,09:46:28:500,[540],[2000],[559],[3000]
11466,09:46:29:000,[540],[2000],[559],[3000]
11467,09:46:29:500,[540],[4000],[569],[12000]
11468,09:46:30:000,[540],[3000],[569],[12000]
11469,09:46:30:500,[540],[3000],[569],[12000]
11470,09:46:31:000,[540],[3000],[569],[12000]
11471,09:46:31:500,[540],[3000],[569],[12000]
11472,09:46:32:000,[540],[3000],[569],[12000]
11473,09:46:32:500,[540],[3000],[569],[12000]
11474,09:46:33:000,[540],[3000],[569],[12000]
11475,09:46:33:500,[540],[3000],[569],[10000]
11476,09:46:34:000,[540],[3000],[569],[10000]
11477,09:46:34:500,[540],[3000],[569],[10000]
11478,09:46:35:000,[540],[3000],[559],[10000]
11479,09:46:35:500,[540],[3000],[559],[10000]
11480,09:46:36:000,[540],[3000],[559],[10000]
11481,09:46:36:500,[540],[3000],[559],[10000]
11482,09:46:37:000,[530],[3000],[569],[12000]
11483,09:46:37:500,[540],[1000],[569],[12000]
11484,09:46:38:000,[530],[3000],[569],[12000]
11485,09:46:38:500,[540],[1000],[559],[2000]
11486,09:46:39:000,[540],[1000],[559],[2000]
11487,09:46:39:500,[540],[1000],[559],[2000]
11488,09:46:40:000,[530],[4000],[569],[11000]
11489,09:46:40:500,[530],[3000],[569],[10000]
11490,09:46:41:000,[540],[3000],[559],[10000]
11491,09:46:41:500,[530],[3000],[569],[10000]
11492,09:46:42:000,[530],[3000],[559],[10000]
11493,09:46:42:500,[530],[3000],[569],[10000]
11494,09:46:43:000,[530],[3000],[559],[10000]
11495,09:46:43:500,[530],[3000],[569],[10000]
11496,09:46:44:000,[530],[3000],[559],[10000]
11497,09:46:44:500,[530],[3000],[569],[10000]
11498,09:46:45:000,[530],[3000],[569],[10000]
11499,09:46:45:500,[540],[1000],[569],[10000]
11500,09:46:46:000,[530],[3000],[569],[11000]
11501,09:46:46:500,[530],[3000],[569],[11000]
11502,09:46:47:000,[530],[3000],[569],[11000]
11503,09:46:47:500,[530],[3000],[569],[11000]
11504,09:46:48:000,[530],[3000],[569],[11000]
11505,09:46:48:500,[540],[1000],[569],[11000]
11506,09:46:49:000,[530],[3000],[569],[11000]
11507,09:46:49:500,[530],[3000],[569],[11000]
11508,09:46:50:000,[540],[1000],[569],[11000]
11509,09:46:50:500,[530],[3000],[569],[11000]
11510,09:46:51:000,[540],[1000],[569],[11000]
11511,09:46:51:500,[530],[3000],[569],[11000]
11512,09:46:52:000,[540],[1000],[569],[11000]
11513,09:46:52:500,[530],[3000],[569],[11000]
11514,09:46:53:000,[540],[3000],[569],[11000]
11515,09:46:53:500,[540],[2000],[559],[11000]
11516,09:46:54:000,[529],[6000],[559],[8000]
11517,09:46:54:500,[540],[1000],[559],[8000]
11518,09:46:55:000,[529],[7000],[559],[8000]
11519,09:46:55:500,[540],[1000],[559],[8000]
11520,09:46:56:000,[529],[7000],[559],[8000]
11521,09:46:56:500,[540],[1000],[559],[8000]
11522,09:46:57:000,[529],[7000],[559],[8000]
11523,09:46:57:500,[540],[1000],[559],[8000]
11524,09:46:58:000,[529],[7000],[559],[8000]
11525,09:46:58:500,[540],[1000],[559],[8000]
11526,09:46:59:000,[529],[7000],[559],[8000]
11527,09:46:59:500,[540],[1000],[559],[8000]
11528,09:47:00:000,[529],[7000],[559],[9000]
11529,09:47:00:500,[540],[3000],[559],[8000]
11530,09:47:01:000,[529],[7000],[559],[8000]
11531,09:47:01:500,[529],[7000],[559],[8000]
11532,09:47:02:000,[529],[7000],[559],[8000]
11533,09:47:02:500,[529],[7000],[559],[8000]
11534,09:47:03:000,[529],[7000],[559],[8000]
11535,09:47:03:500,[529],[7000],[559],[8000]
11536,09:47:04:000,[529],[5000],[559],[8000]
11537,09:47:04:500,[529],[5000],[570],[4000]
11538,09:47:05:000,[539],[1000],[560],[3000]
11539,09:47:05:500,[539],[1000],[570],[3000]
11540,09:47:06:000,[539],[1000],[570],[1000]
11541,09:47:06:500,[529],[4000],[570],[4000]
11542,09:47:07:000,[540],[1000],[579],[3000]
11543,09:47:07:500,[529],[3000],[570],[11000]
11544,09:47:08:000,[529],[3000],[570],[11000]
11545,09:47:08:500,[529],[3000],[570],[11000]
11546,09:47:09:000,[529],[3000],[570],[11000]
11547,09:47:09:500,[529],[4000],[559],[2000]
11548,09:47:10:000,[529],[5000],[570],[4000]
11549,09:47:10:500,[529],[5000],[560],[3000]
11550,09:47:11:000,[529],[5000],[560],[3000]
11551,09:47:11:500,[529],[5000],[560],[3000]
11552,09:47:12:000,[529],[5000],[560],[3000]
11553,09:47:12:500,[529],[5000],[560],[3000]
11554,09:47:13:000,[529],[5000],[560],[3000]
11555,09:47:13:500,[529],[5000],[560],[3000]
11556,09:47:14:000,[529],[5000],[560],[2000]
11557,09:47:14:500,[529],[5000],[570],[5000]
11558,09:47:15:000,[529],[5000],[570],[5000]
11559,09:47:15:500,[529],[5000],[570],[5000]
11560,09:47:16:000,[529],[5000],[570],[5000]
11561,09:47:16:500,[529],[5000],[570],[5000]
11562,09:47:17:000,[529],[5000],[570],[5000]
11563,09:47:17:500,[529],[5000],[570],[6000]
11564,09:47:18:000,[529],[5000],[560],[1000]
11565,09:47:18:500,[540],[5000],[570],[6000]
11566,09:47:19:000,[540],[4000],[559],[6000]
11567,09:47:19:500,[540],[3000],[559],[6000]
11568,09:47:20:000,[540],[3000],[559],[6000]
11569,09:47:20:500,[540],[3000],[559],[6000]
11570,09:47:21:000,[540],[3000],[559],[6000]
11571,09:47:21:500,[540],[3000],[559],[6000]
11572,09:47:22:000,[540],[1000],[559],[4000]
11573,09:47:22:500,[529],[4000],[560],[14000]
11574,09:47:23:000,[529],[2000],[560],[15000]
11575,09:47:23:500,[529],[2000],[560],[15000]
11576,09:47:24:000,[529],[2000],[560],[15000]
11577,09:47:24:500,[529],[2000],[560],[15000]
11578,09:47:25:000,[529],[2000],[560],[15000]
11579,09:47:25:500,[529],[2000],[560],[16000]
11580,09:47:26:000,[529],[2000],[560],[16000]
11581,09:47:26:500,[529],[2000],[560],[16000]
11582,09:47:27:000,[529],[2000],[560],[16000]
11583,09:47:27:500,[529],[2000],[550],[4000]
11584,09:47:28:000,[540],[1000],[559],[4000]
11585,09:47:28:500,[529],[1000],[559],[4000]
11586,09:47:29:000,[529],[1000],[570],[4000]
11587,09:47:29:500,[529],[1000],[570],[4000]
11588,09:47:30:000,[529],[1000],[570],[4000]
11589,09:47:30:500,[529],[1000],[570],[4000]
11590,09:47:31:000,[529],[1000],[570],[4000]
11591,09:47:31:500,[529],[2000],[559],[4000]
11592,09:47:32:000,[529],[2000],[559],[4000]
11593,09:47:32:500,[529],[2000],[559],[4000]
11594,09:47:33:000,[529],[2000],[559],[4000]
11595,09:47:33:500,[529],[2000],[559],[4000]
11596,09:47:34:000,[529],[2000],[559],[4000]
11597,09:47:34:500,[529],[2000],[559],[4000]
11598,09:47:35:000,[529],[2000],[559],[4000]
11599,09:47:35:500,[529],[2000],[559],[4000]
11600,09:47:36:000,[529],[2000],[559],[4000]
11601,09:47:36:500,[529],[2000],[559],[4000]
11602,09:47:37:000,[529],[2000],[559],[4000]
11603,09:47:37:500,[529],[2000],[559],[4000]
11604,09:47:38:000,[529],[2000],[559],[4000]
11605,09:47:38:500,[529],[2000],[559],[4000]
11606,09:47:39:000,[529],[2000],[559],[4000]
11607,09:47:39:500,[529],[2000],[559],[4000]
11608,09:47:40:000,[529],[2000],[559],[4000]
11609,09:47:40:500,[529],[2000],[559],[4000]
11610,09:47:41:000,[540],[2000],[559],[4000]
11611,09:47:41:500,[529],[3000],[559],[2000]
11612,09:47:42:000,[540],[1000],[559],[3000]
11613,09:47:42:500,[529],[4000],[559],[3000]
11614,09:47:43:000,[540],[1000],[559],[4000]
11615,09:47:43:500,[529],[3000],[559],[4000]
11616,09:47:44:000,[529],[2000],[559],[4000]
11617,09:47:44:500,[529],[3000],[550],[4000]
11618,09:47:45:000,[529],[3000],[550],[4000]
11619,09:47:45:500,[529],[3000],[550],[4000]
11620,09:47:46:000,[529],[3000],[550],[4000]
11621,09:47:46:500,[529],[3000],[550],[4000]
11622,09:47:47:000,[529],[3000],[550],[4000]
11623,09:47:47:500,[529],[3000],[550],[4000]
11624,09:47:48:000,[529],[3000],[550],[4000]
11625,09:47:48:500,[529],[3000],[550],[4000]
11626,09:47:49:000,[529],[3000],[550],[4000]
11627,09:47:49:500,[529],[3000],[550],[4000]
11628,09:47:50:000,[529],[3000],[550],[4000]
11629,09:47:50:500,[529],[3000],[550],[4000]
11630,09:47:51:000,[529],[3000],[550],[4000]
11631,09:47:51:500,[529],[3000],[550],[4000]
11632,09:47:52:000,[529],[3000],[550],[4000]
11633,09:47:52:500,[519],[4000],[559],[4000]
11634,09:47:53:000,[529],[1000],[570],[4000]
11635,09:47:53:500,[529],[1000],[559],[4000]
11636,09:47:54:000,[529],[1000],[559],[4000]
11637,09:47:54:500,[529],[1000],[559],[4000]
11638,09:47:55:000,[540],[1000],[559],[5000]
11639,09:47:55:500,[540],[1000],[559],[4000]
11640,09:47:56:000,[540],[1000],[559],[4000]
11641,09:47:56:500,[540],[1000],[559],[3000]
11642,09:47:57:000,[540],[1000],[559],[3000]
11643,09:47:57:500,[540],[1000],[559],[3000]
11644,09:47:58:000,[540],[1000],[559],[3000]
11645,09:47:58:500,[540],[1000],[559],[3000]
11646,09:47:59:000,[540],[1000],[559],[3000]
11647,09:47:59:500,[529],[1000],[570],[4000]
11648,09:48:00:000,[529],[1000],[570],[4000]
11649,09:48:00:500,[529],[1000],[559],[4000]
11650,09:48:01:000,[529],[1000],[570],[4000]
11651,09:48:01:500,[529],[2000],[560],[5000]
11652,09:48:02:000,[529],[4000],[560],[9000]
11653,09:48:02:500,[529],[4000],[560],[9000]
11654,09:48:03:000,[529],[4000],[560],[9000]
11655,09:48:03:500,[529],[4000],[560],[9000]
11656,09:48:04:000,[529],[5000],[570],[9000]
11657,09:48:04:500,[529],[5000],[560],[9000]
11658,09:48:05:000,[529],[5000],[560],[8000]
11659,09:48:05:500,[529],[5000],[560],[6000]
11660,09:48:06:000,[529],[5000],[560],[6000]
11661,09:48:06:500,[529],[5000],[560],[6000]
11662,09:48:07:000,[529],[4000],[560],[3000]
11663,09:48:07:500,[529],[4000],[560],[3000]
11664,09:48:08:000,[529],[4000],[560],[4000]
11665,09:48:08:500,[529],[5000],[570],[4000]
11666,09:48:09:000,[529],[4000],[570],[4000]
11667,09:48:09:500,[529],[4000],[570],[4000]
11668,09:48:10:000,[529],[4000],[570],[4000]
11669,09:48:10:500,[529],[4000],[570],[4000]
11670,09:48:11:000,[529],[4000],[570],[3000]
11671,09:48:11:500,[529],[4000],[570],[3000]
11672,09:48:12:000,[529],[4000],[570],[3000]
11673,09:48:12:500,[529],[4000],[570],[3000]
11674,09:48:13:000,[529],[4000],[570],[3000]
11675,09:48:13:500,[529],[4000],[570],[3000]
11676,09:48:14:000,[529],[4000],[570],[3000]
11677,09:48:14:500,[529],[4000],[570],[3000]
11678,09:48:15:000,[529],[4000],[570],[3000]
11679,09:48:15:500,[529],[4000],[570],[3000]
11680,09:48:16:000,[529],[4000],[570],[3000]
11681,09:48:16:500,[529],[4000],[570],[3000]
11682,09:48:17:000,[529],[4000],[570],[3000]
11683,09:48:17:500,[529],[4000],[570],[3000]
11684,09:48:18:000,[539],[4000],[570],[3000]
11685,09:48:18:500,[539],[4000],[560],[3000]
11686,09:48:19:000,[539],[4000],[560],[3000]
11687,09:48:19:500,[539],[4000],[560],[3000]
11688,09:48:20:000,[539],[4000],[560],[3000]
11689,09:48:20:500,[539],[4000],[560],[3000]
11690,09:48:21:000,[539],[4000],[560],[3000]
11691,09:48:21:500,[539],[4000],[560],[3000]
11692,09:48:22:000,[539],[3000],[560],[3000]
11693,09:48:22:500,[529],[1000],[560],[1000]
11694,09:48:23:000,[529],[2000],[559],[6000]
11695,09:48:23:500,[529],[1000],[559],[6000]
11696,09:48:24:000,[529],[1000],[559],[6000]
11697,09:48:24:500,[529],[1000],[559],[6000]
11698,09:48:25:000,[529],[1000],[559],[6000]
11699,09:48:25:500,[529],[1000],[559],[6000]
11700,09:48:26:000,[529],[1000],[559],[6000]
11701,09:48:26:500,[529],[1000],[559],[6000]
11702,09:48:27:000,[529],[1000],[559],[6000]
11703,09:48:27:500,[529],[1000],[559],[6000]
11704,09:48:28:000,[529],[1000],[559],[6000]
11705,09:48:28:500,[529],[1000],[559],[6000]
11706,09:48:29:000,[529],[1000],[559],[6000]
11707,09:48:29:500,[529],[1000],[559],[6000]
11708,09:48:30:000,[529],[1000],[559],[6000]
11709,09:48:30:500,[529],[1000],[559],[6000]
11710,09:48:31:000,[529],[1000],[559],[6000]
11711,09:48:31:500,[529],[1000],[559],[6000]
11712,09:48:32:000,[529],[1000],[559],[6000]
11713,09:48:32:500,[529],[1000],[559],[7000]
11714,09:48:33:000,[529],[1000],[559],[7000]
11715,09:48:33:500,[529],[1000],[559],[7000]
11716,09:48:34:000,[529],[1000],[559],[7000]
11717,09:48:34:500,[529],[1000],[559],[7000]
11718,09:48:35:000,[529],[1000],[559],[7000]
11719,09:48:35:500,[529],[1000],[559],[7000]
11720,09:48:36:000,[529],[1000],[559],[7000]
11721,09:48:36:500,[529],[1000],[559],[7000]
11722,09:48:37:000,[529],[1000],[559],[7000]
