date,max(buy),min(buy),mean(buy),mean-std(buy),mean-2std(buy),mean-2.5std(buy),price_quantile_90(buy),price_quantile_95(buy),price_quantile_N(buy),max(sell),min(sell),mean(sell),mean+std(sell),mean+2std(sell),mean+2.5std(sell),price_quantile_90(sell),price_quantile_95(sell),price_quantile_N(sell)
20230220_1,25.599609375,5.39990234375,13.270117248573326,10.451689910484438,7.633262572395549,6.224048903351105,16.7998046875,17.19970703125,17.19970703125,16.2001953125,-12.39990234375,9.522804963551438,12.76974214550019,16.01667932744894,17.640147918423317,5.39990234375,4.400390625,4.400390625
20230220_2,37.7998046875,10.60009765625,15.920624125466418,14.385587927061424,12.85055172865643,12.083033629453931,17.599609375,18.0,18.0,32.60009765625,-5.2001953125,12.273599968905472,13.852167698859963,15.430735428814458,16.220019293791704,10.60009765625,10.2001953125,10.2001953125
20230221_1,26.39990234375,10.0,16.525105910095522,15.464551428397847,14.40399694670017,13.873719705851332,17.7998046875,18.2001953125,18.2001953125,22.0,5.80029296875,12.872482523658173,13.98327588373604,15.094069243813909,15.64946592385284,11.400390625,11.0,11.0
20230221_2,19.0,11.2001953125,14.871559471089572,13.79914025556379,12.726721040038008,12.190511432275118,16.2001953125,16.60009765625,16.60009765625,14.80029296875,6.39990234375,11.4787654578877,12.452991603083287,13.427217748278872,13.914330820876666,10.2001953125,9.80029296875,9.80029296875
20230222_1,20.39990234375,11.0,15.10925620549842,14.159280812202468,13.209305418906515,12.734317722258542,16.39990234375,16.60009765625,16.60009765625,15.7998046875,1.19970703125,11.874903178154668,12.9678643524875,14.060825526820334,14.607306113986752,10.599609375,10.19970703125,10.19970703125
20230222_2,19.0,10.80029296875,14.688975224258725,13.793014429274528,12.897053634290335,12.449073236798238,15.7998046875,16.0,16.0,14.60009765625,1.2001953125,11.677351090857364,12.46566298243084,13.253974874004316,13.648130819791056,10.7998046875,10.39990234375,10.39990234375
20230223_1,21.60009765625,10.7998046875,15.129490435929014,14.167617637876846,13.20574483982468,12.724808440798595,16.2001953125,16.60009765625,16.60009765625,15.39990234375,-4.39990234375,11.80159332518236,12.90178519604696,14.001977066911556,14.552073002343851,10.400390625,10.0,10.0
20230223_2,19.7998046875,10.0,14.533219202237122,13.49872796985986,12.464236737482596,11.946991121293966,15.7998046875,16.19970703125,16.19970703125,15.39990234375,1.7998046875,10.927888578177551,11.849102953961134,12.770317329744714,13.230924517636504,9.7998046875,9.39990234375,9.39990234375
20230224_1,25.60009765625,9.60009765625,13.825446117160014,12.644003401596551,11.46256068603309,10.871839328251358,15.39990234375,15.7998046875,15.7998046875,15.39990234375,-4.60009765625,10.544535479440889,11.656061413359575,12.767587347278264,13.32335031423761,9.19970703125,8.7998046875,8.7998046875
20230224_2,18.400390625,10.2001953125,13.436224411747196,12.29968468554854,11.163144959349884,10.594875096250556,14.80029296875,15.2001220703125,15.2001220703125,13.60009765625,-1.599609375,10.263214395573137,11.200245192657434,12.137275989741733,12.60579138828388,9.19970703125,8.80029296875,8.80029296875
20230227_1,21.7998046875,8.599609375,13.514061652173291,12.329573740307058,11.145085828440822,10.552841872507704,15.0,15.39990234375,15.39990234375,14.599609375,-1.19970703125,10.320882942351354,11.747301288617498,13.173719634883645,13.886928808016716,8.400390625,8.0,8.0
20230227_2,17.60009765625,10.39990234375,12.945109213883628,12.15229902271249,11.359488831541354,10.963083735955784,14.0,14.2001953125,14.2001953125,14.39990234375,2.0,10.719335444286616,11.596692867759574,12.474050291232532,12.912729002969012,9.60009765625,9.2001953125,9.2001953125
20230228_1,21.19970703125,10.0,12.989778880465192,12.14880308317878,11.307827285892364,10.887339387249158,14.0,14.39990234375,14.39990234375,13.60009765625,3.60009765625,10.268442280315424,11.032963890521268,11.79748550072711,12.179746305830031,9.39990234375,9.0,9.0
20230228_2,17.80029296875,10.0,12.701751296584671,11.883863840519918,11.065976384455164,10.657032656422787,13.7998046875,14.0,14.0,13.0,6.19970703125,10.241981712547508,10.990852675828709,11.73972363910991,12.114159120750507,9.2001953125,9.0,9.0
