,0,1,2
148,20231020,20231020_0,3403.816750116321
149,20231020,20231020_1,2386.7433571650704
150,20231023,20231009_0,3247.7021527496754
151,20231023,20231009_1,2206.996352566745
152,20231023,20231009_2,4950.538530768634
153,20231023,20231010_0,3310.3661428794644
154,20231023,20231010_1,2196.0203834610675
155,20231023,20231010_2,5189.82242925631
156,20231023,20231011_0,3092.454160015407
157,20231023,20231011_1,2136.04948049324
158,20231023,20231011_2,5074.010435820902
159,20231023,20231012_0,3274.53983057157
160,20231023,20231012_1,2226.6267327432947
161,20231023,20231012_2,5159.893837421021
162,20231023,20231013_0,3238.3241140991854
163,20231023,20231013_1,2141.5781758316584
164,20231023,20231013_2,5340.84683935559
165,20231023,20231016_0,3304.323442373421
166,20231023,20231016_1,2158.6691522111623
167,20231023,20231016_2,5419.782537285256
168,20231023,20231017_0,3266.8211698661225
169,20231023,20231017_1,2150.7824783010333
170,20231023,20231017_2,5120.355391132212
171,20231023,20231018_0,7154.798565949762
172,20231023,20231018_1,8860.619150052431
173,20231023,20231018_2,5772.189710525577
174,20231023,20231019_0,12972.724960479349
175,20231023,20231019_1,8853.81491353338
176,20231023,20231019_2,5516.172739475304
177,20231023,20231020_0,3259.144119898866
178,20231023,20231020_1,2285.299459186923
179,20231023,20231023_1,2155.6621394732697
180,20231024,20231009_2,7065.046685992025
181,20231024,20231010_0,4724.312557474327
182,20231024,20231010_1,3133.999752979128
183,20231024,20231010_2,7406.535173257496
184,20231024,20231011_0,4413.324505810255
185,20231024,20231011_1,3048.41366438787
186,20231024,20231011_2,7241.256762568727
187,20231024,20231012_0,4673.183863602126
188,20231024,20231012_1,3177.678897222277
189,20231024,20231012_2,7363.823274895707
190,20231024,20231013_0,4621.499440573442
191,20231024,20231013_1,3056.303814204053
192,20231024,20231013_2,7622.066170833665
193,20231024,20231016_0,4715.688857058843
194,20231024,20231016_1,3080.6948062708566
195,20231024,20231016_2,7734.717428388439
196,20231024,20231017_0,4662.168355309769
197,20231024,20231017_1,3069.4395218152467
198,20231024,20231017_2,7307.396894778501
199,20231024,20231018_0,10210.80546755294
200,20231024,20231018_1,12645.22790254818
201,20231024,20231018_2,8237.647183595247
202,20231024,20231019_0,18513.724703015367
203,20231024,20231019_1,12635.517393606406
204,20231024,20231019_2,7872.278478426194
205,20231024,20231020_0,4651.212230821037
206,20231024,20231020_1,3261.4123231803437
207,20231024,20231023_1,3076.4034175165734
208,20231024,20231023_2,7553.287300667594
209,20231024,20231024_0,4636.188484830176
210,20231024,20231024_1,3043.6318731971137
211,20231025,20231010_2,10908.597157584485
212,20231025,20231011_0,6500.08134564199
213,20231025,20231011_1,4489.8214605361245
214,20231025,20231011_2,10664.866164207335
215,20231025,20231012_0,6882.4703125177975
216,20231025,20231012_1,4680.0802433276785
217,20231025,20231012_2,10845.611659937467
218,20231025,20231013_0,6806.554457380699
219,20231025,20231013_1,4501.447234170554
220,20231025,20231013_2,11225.985084504437
221,20231025,20231016_0,6945.094050789595
222,20231025,20231016_1,4537.301120987247
223,20231025,20231016_2,11391.665701263344
224,20231025,20231017_0,6866.064282134116
225,20231025,20231017_1,4520.693531531272
226,20231025,20231017_2,10762.097447464483
227,20231025,20231018_0,15038.968599228636
228,20231025,20231018_1,18624.875049172664
229,20231025,20231018_2,12132.657794926517
230,20231025,20231019_0,27268.224203549817
231,20231025,20231019_1,18610.55313066862
232,20231025,20231019_2,11594.44872123958
233,20231025,20231020_0,6850.20035096979
234,20231025,20231020_1,4802.688983537403
235,20231025,20231023_1,4531.036441408021
236,20231025,20231023_2,11124.279837020396
237,20231025,20231024_0,6828.125312221988
238,20231025,20231024_1,4482.760428662119
239,20231025,20231024_2,10731.51433617625
240,20231025,20231025_0,6658.599095930209
241,20231025,20231025_1,4288.985869911559
242,20231026,20231011_2,12460.44468511431
243,20231026,20231012_0,8041.096831261777
244,20231026,20231012_1,5468.045054684971
245,20231026,20231012_2,12671.795572670391
246,20231026,20231013_0,7952.567756875354
247,20231026,20231013_1,5259.44310070738
248,20231026,20231013_2,13116.25066868035
249,20231026,20231016_0,8114.271915484465
250,20231026,20231016_1,5301.284715815211
251,20231026,20231016_2,13309.676921103897
252,20231026,20231017_0,8021.82969016708
253,20231026,20231017_1,5281.87508106189
254,20231026,20231017_2,12573.944242737898
255,20231026,20231018_0,17571.4698695977
256,20231026,20231018_1,21761.534769224552
257,20231026,20231018_2,14175.616629605713
258,20231026,20231019_0,31860.35598295694
259,20231026,20231019_1,21744.798104789454
260,20231026,20231019_2,13546.727486236643
261,20231026,20231020_0,8003.454068178415
262,20231026,20231020_1,5610.774211259574
263,20231026,20231023_1,5293.993621837487
264,20231026,20231023_2,12997.108245762964
265,20231026,20231024_0,7977.718907213807
266,20231026,20231024_1,5237.582267634397
267,20231026,20231024_2,12538.604604618959
268,20231026,20231025_0,7779.902078841845
269,20231026,20231025_1,5011.263860903786
270,20231026,20231025_2,11623.989687870546
271,20231026,20231026_0,7668.309354910436
272,20231026,20231026_1,4975.620388535958
273,20231027,20231012_2,21272.495432495612
274,20231027,20231013_0,13350.182269522385
275,20231027,20231013_1,8829.181770954312
276,20231027,20231013_2,22018.62301164578
277,20231027,20231016_0,13621.60545620871
278,20231027,20231016_1,8899.413475674552
279,20231027,20231016_2,22343.306914035362
280,20231027,20231017_0,13466.405509131373
281,20231027,20231017_1,8866.831277862751
282,20231027,20231017_2,21108.180272785237
283,20231027,20231018_0,29497.766489865764
284,20231027,20231018_1,36531.819252967434
285,20231027,20231018_2,23797.016019225557
286,20231027,20231019_0,53485.01521741898
287,20231027,20231019_1,36503.723704222735
288,20231027,20231019_2,22741.272395827746
289,20231027,20231020_0,13435.58299254391
290,20231027,20231020_1,9418.850351675706
291,20231027,20231023_1,8887.177233171738
292,20231027,20231023_2,21818.554456178405
293,20231027,20231024_0,13392.393816888243
294,20231027,20231024_1,8792.47672153601
295,20231027,20231024_2,21048.923338801847
296,20231027,20231025_0,13060.361390659418
297,20231027,20231025_1,8412.566310775677
298,20231027,20231025_2,19513.57404955536
299,20231027,20231026_0,12873.023823735124
300,20231027,20231026_1,8352.740744415085
301,20231027,20231026_2,17177.47988284466
302,20231027,20231027_0,12078.049488028255
303,20231027,20231027_1,8014.887126478686
304,20231030,20231013_2,34408.117391185246
305,20231030,20231016_0,21286.24480040118
306,20231030,20231016_1,13906.957915658417
307,20231030,20231016_2,34915.495251396576
308,20231030,20231017_0,21043.716555318897
309,20231030,20231017_1,13856.04228453206
310,20231030,20231017_2,32985.38443372024
311,20231030,20231018_0,46095.64420192179
312,20231030,20231018_1,57087.63553037966
313,20231030,20231018_2,37187.181065607736
314,20231030,20231019_0,83580.09859639843
315,20231030,20231019_1,57043.73110734348
316,20231030,20231019_2,35537.38895509955
317,20231030,20231020_0,20995.550747290294
318,20231030,20231020_1,14718.672844303373
319,20231030,20231023_1,13887.836553335208
320,20231030,20231023_2,34095.47375587865
321,20231030,20231024_0,20928.05977725085
322,20231030,20231024_1,13739.849718752319
323,20231030,20231024_2,32892.784658536126
324,20231030,20231025_0,20409.198507255955
325,20231030,20231025_1,13146.170359027548
326,20231030,20231025_2,30493.521155413124
327,20231030,20231026_0,20116.4493652637
328,20231030,20231026_1,13052.681991964784
329,20231030,20231026_2,26842.947625790897
330,20231030,20231027_0,18874.156863524877
331,20231030,20231027_1,12524.724047417398
332,20231030,20231027_2,22957.25123910848
333,20231030,20231030_0,15582.209007630025
334,20231030,20231030_1,9410.459678956413
335,20231031,20231016_2,35760.66002420879
336,20231031,20231017_0,21552.84765467962
337,20231031,20231017_1,14191.483385514772
338,20231031,20231017_2,33783.66599113974
339,20231031,20231018_0,47211.79368670424
340,20231031,20231018_1,58470.250623919506
341,20231031,20231018_2,38087.48740988317
342,20231031,20231019_0,85604.17000537668
343,20231031,20231019_1,58425.29043389632
344,20231031,20231019_2,36397.711077130894
345,20231031,20231020_0,21503.622816308314
346,20231031,20231020_1,15074.446270568815
347,20231031,20231023_1,14224.045149480298
348,20231031,20231023_2,34920.60867099312
349,20231031,20231024_0,21434.56766352511
350,20231031,20231024_1,14072.47025098301
351,20231031,20231024_2,33689.13639693067
352,20231031,20231025_0,20903.375750455263
353,20231031,20231025_1,13464.499901788742
354,20231031,20231025_2,31231.995608164696
355,20231031,20231026_0,20603.508791532648
356,20231031,20231026_1,13368.800293311924
357,20231031,20231026_2,27493.037497383495
358,20231031,20231027_0,19331.22191213095
359,20231031,20231027_1,12828.088191814508
360,20231031,20231027_2,23513.236475448408
361,20231031,20231030_0,15959.29157590073
362,20231031,20231030_1,9638.300097581576
363,20231031,20231030_2,20582.855949715486
364,20231031,20231031_0,16128.81082790265
365,20231031,20231031_1,9889.181479424844
366,20231101,20231017_2,38909.44965744028
367,20231101,20231018_0,54375.53532575922
368,20231101,20231018_1,67342.6315012129
369,20231101,20231018_2,43866.600871285875
370,20231101,20231019_0,98593.72367646398
371,20231101,20231019_1,67290.862109557
372,20231101,20231019_2,41920.3911450587
373,20231101,20231020_0,24766.170456492513
374,20231101,20231020_1,17361.168683370764
375,20231101,20231023_1,16382.266665612811
376,20231101,20231023_2,40218.87396467411
377,20231101,20231024_0,24686.718131175305
378,20231101,20231024_1,16207.688096003256
379,20231101,20231024_2,38800.85203200327
380,20231101,20231025_0,24075.153209968572
381,20231101,20231025_1,15507.551762672769
382,20231101,20231025_2,35971.11258625663
383,20231101,20231026_0,23729.727937161573
384,20231101,20231026_1,15397.38963392122
385,20231101,20231026_2,31664.822856317875
386,20231101,20231027_0,22264.50336526148
387,20231101,20231027_1,14774.678587373888
388,20231101,20231027_2,27081.166433589322
389,20231101,20231030_0,18380.65399671839
390,20231101,20231030_1,11100.75783038959
391,20231101,20231030_2,23705.7060962349
392,20231101,20231031_0,18575.939403415457
393,20231101,20231031_1,11389.224433030684
394,20231101,20231031_2,19004.435310158347
395,20231101,20231101_0,13847.83026391711
396,20231101,20231101_1,6668.242059939321
397,20231102,20231018_2,50406.54147820545
398,20231102,20231019_0,113293.5803698202
399,20231102,20231019_1,77323.81244118621
400,20231102,20231019_2,48170.127508544305
401,20231102,20231020_0,28458.110305331495
402,20231102,20231020_1,19948.770080248974
403,20231102,20231023_1,18824.581660019805
404,20231102,20231023_2,46214.528646665494
405,20231102,20231024_0,28366.940961386063
406,20231102,20231024_1,18623.9702646324
407,20231102,20231024_2,44585.425001832205
408,20231102,20231025_0,27664.48955231086
409,20231102,20231025_1,17819.561600340265
410,20231102,20231025_2,41334.162628574
411,20231102,20231026_0,27267.40694375635
412,20231102,20231026_1,17693.069185793065
413,20231102,20231026_2,36385.822856504805
414,20231102,20231027_0,25583.958518818734
415,20231102,20231027_1,16977.627447971834
416,20231102,20231027_2,31118.946791284907
417,20231102,20231030_0,21120.69255679188
418,20231102,20231030_1,12755.75979545937
419,20231102,20231030_2,27239.553819291912
420,20231102,20231031_0,21345.200906737107
421,20231102,20231031_1,13086.670205029235
422,20231102,20231031_2,21826.310360043157
423,20231102,20231101_0,15902.108338095604
424,20231102,20231101_1,7660.197013019765
425,20231102,20231101_2,16977.380231175688
426,20231102,20231102_0,12101.69822088255
427,20231102,20231102_1,7158.646371178337
428,20231103,20231019_2,60235.10654068303
429,20231103,20231020_0,35585.89928756355
430,20231103,20231020_1,24945.258675643883
431,20231103,20231023_1,23539.499281457207
432,20231103,20231023_2,57789.6966593159
433,20231103,20231024_0,35471.89512295296
434,20231103,20231024_1,23288.64155283085
435,20231103,20231024_2,55752.557945183544
436,20231103,20231025_0,34593.50352106666
437,20231103,20231025_1,22282.755870105793
438,20231103,20231025_2,51686.96489874237
439,20231103,20231026_0,34096.96522090354
440,20231103,20231026_1,22124.581406783327
441,20231103,20231026_2,45499.23427010293
442,20231103,20231027_0,31991.8702071136
443,20231103,20231027_1,21229.94584050484
444,20231103,20231027_2,38913.18483793522
445,20231103,20231030_0,26410.707884169682
446,20231103,20231030_1,15950.643895442652
447,20231103,20231030_2,34062.13583583893
448,20231103,20231031_0,26691.44794191242
449,20231103,20231031_1,16364.436110801149
450,20231103,20231031_2,27293.058954307584
451,20231103,20231101_0,19885.04576403226
452,20231103,20231101_1,9578.815898297617
453,20231103,20231101_2,21229.63670430727
454,20231103,20231102_0,15132.762136217218
455,20231103,20231102_1,8951.643874692163
456,20231103,20231102_2,21300.790014595073
457,20231103,20231103_0,19118.61934907171
458,20231103,20231103_1,13534.911271618395
459,20231106,20231023_1,24855.86228931929
460,20231106,20231023_2,61021.2154201411
461,20231106,20231024_0,37455.46382932183
462,20231106,20231024_1,24590.971204353395
463,20231106,20231024_2,58870.27228314128
464,20231106,20231025_0,36528.20608228299
465,20231106,20231025_1,23528.91956138227
466,20231106,20231025_2,54577.737426661864
467,20231106,20231026_0,36003.57716959815
468,20231106,20231026_1,23362.02749675317
469,20231106,20231026_2,48043.836522643025
470,20231106,20231027_0,33781.12525001368
471,20231106,20231027_1,22417.564675574144
472,20231106,20231027_2,41089.916568847424
473,20231106,20231030_0,27887.46315598254
474,20231106,20231030_1,16842.741229519193
475,20231106,20231030_2,35966.7222428271
476,20231106,20231031_0,28184.097458201053
477,20231106,20231031_1,17279.325997373802
478,20231106,20231031_2,28811.119143394597
479,20231106,20231101_0,20989.40574888678
480,20231106,20231101_1,10112.875911576133
481,20231106,20231101_2,22409.225761746566
482,20231106,20231102_0,15973.322315876427
483,20231106,20231102_1,9450.639889975966
484,20231106,20231102_2,22489.254550594545
485,20231106,20231103_0,20182.078746675354
486,20231106,20231103_1,14289.457410717423
487,20231106,20231103_2,30242.967257871715
488,20231106,20231106_0,21709.779174104915
489,20231106,20231106_1,11018.298457617131
