,trade_day,date_section,vot
0,20231122,20231024_2,0.8495995728953399
1,20231122,20231025_0,0.221540522616524
2,20231122,20231025_1,0.16210249539740937
3,20231122,20231025_2,0.9027667180385012
4,20231122,20231026_0,0.4262932723334745
5,20231122,20231026_1,0.2948018634269132
6,20231122,20231026_2,0.7980219946398409
7,20231122,20231027_0,0.40062061798214016
8,20231122,20231027_1,0.2802228577717178
9,20231122,20231027_2,1.0958021050869786
10,20231122,20231030_0,0.45128483522148316
11,20231122,20231030_1,0.3173565992644161
12,20231122,20231030_2,1.1503417995462366
13,20231122,20231031_0,0.456933241122784
14,20231122,20231031_1,0.3083925758405023
15,20231122,20231031_2,1.1256237037032808
16,20231122,20231101_0,0.42051511129365615
17,20231122,20231101_1,0.30512609671304214
18,20231122,20231101_2,1.189376009916545
19,20231122,20231102_0,0.34470396396057734
20,20231122,20231102_1,0.28539816395095513
21,20231122,20231102_2,1.1995889313871126
22,20231122,20231103_0,0.4271733326311508
23,20231122,20231103_1,0.28972801034209517
24,20231122,20231103_2,1.191964749790041
25,20231122,20231106_0,0.43213579058766094
26,20231122,20231106_1,0.29224457634625
27,20231122,20231106_2,1.183676514130547
28,20231122,20231107_0,0.42878508318106
29,20231122,20231107_1,0.279034460635155
30,20231122,20231107_2,1.2083627749081383
31,20231122,20231108_0,0.4553846111024288
32,20231122,20231108_1,0.2923531257343138
33,20231122,20231108_2,1.3036584257910655
34,20231122,20231109_0,0.42364417347178873
35,20231122,20231109_1,0.28627390657999513
36,20231122,20231109_2,1.2266956623416094
37,20231122,20231110_0,0.3953340506782929
38,20231122,20231110_1,0.2530908251050003
39,20231122,20231110_2,1.1847662634744869
40,20231122,20231113_0,0.4556255960300368
41,20231122,20231113_1,0.27860730046722787
42,20231122,20231113_2,1.1547612412016979
43,20231122,20231114_0,0.4189306484614433
44,20231122,20231114_1,0.27328409092049444
45,20231122,20231114_2,1.1755073318860145
46,20231122,20231115_0,0.43638891480377334
47,20231122,20231115_1,0.2854767587598599
48,20231122,20231115_2,1.2260089783499732
49,20231122,20231116_0,0.44652789489275535
50,20231122,20231116_1,0.3002406790177064
51,20231122,20231116_2,1.2615842437295566
52,20231122,20231117_0,0.4483322366134254
53,20231122,20231117_1,0.2892204580649501
54,20231122,20231117_2,1.123284290279121
55,20231122,20231120_0,0.44250909838548125
56,20231122,20231120_1,0.25420905679689887
57,20231122,20231120_2,0.9924193412790734
58,20231122,20231121_0,0.3678380356880328
59,20231122,20231121_1,0.2336999343063891
60,20231122,20231121_2,1.0725468688667552
61,20231122,20231122_0,0.35751112489893105
62,20231122,20231122_1,0.21571218311025853
63,20231123,20231025_2,0.8451943943408675
64,20231123,20231026_0,0.3991068856982606
65,20231123,20231026_1,0.276001317182996
66,20231123,20231026_2,0.7471296270630743
67,20231123,20231027_0,0.37507159881335783
68,20231123,20231027_1,0.26235199700834394
69,20231123,20231027_2,1.0259191215104302
70,20231123,20231030_0,0.42250481103403287
71,20231123,20231030_1,0.29711758725377135
72,20231123,20231030_2,1.0769805216083923
73,20231123,20231031_0,0.42779295990425065
74,20231123,20231031_1,0.2887251907160349
75,20231123,20231031_2,1.0538387602786923
76,20231123,20231101_0,0.39369729181050467
